cik,ticker,source,entity_name
1129542,CIK1129542,fundamentals,
1129633,CIK1129633,fundamentals,
1129920,CIK1129920,fundamentals,
1130128,CIK1130128,fundamentals,
1130258,CIK1130258,fundamentals,
1130385,CIK1130385,fundamentals,
1130591,CIK1130591,fundamentals,
1130758,CIK1130758,fundamentals,
1130808,CIK1130808,fundamentals,
1130866,CIK1130866,fundamentals,
1130888,CIK1130888,fundamentals,
1130889,CIK1130889,fundamentals,
1131089,CIK1131089,fundamentals,
1131096,CIK1131096,fundamentals,
1131227,CIK1131227,fundamentals,
1131324,CIK1131324,fundamentals,
1131457,CIK1131457,fundamentals,
1131543,CIK1131543,fundamentals,
1131554,CIK1131554,fundamentals,
1131675,CIK1131675,fundamentals,
1131907,CIK1131907,fundamentals,
1132143,CIK1132143,fundamentals,
1132887,CIK1132887,fundamentals,
1133260,CIK1133260,fundamentals,
1133266,CIK1133266,fundamentals,
1133470,CIK1133470,fundamentals,
1133901,CIK1133901,fundamentals,
1134016,CIK1134016,fundamentals,
1134203,CIK1134203,fundamentals,
1135017,CIK1135017,fundamentals,
1135152,CIK1135152,fundamentals,
1135185,CIK1135185,fundamentals,
1135202,CIK1135202,fundamentals,
1135361,CIK1135361,fundamentals,
1135657,CIK1135657,fundamentals,
1135711,CIK1135711,fundamentals,
1135906,CIK1135906,fundamentals,
1135971,CIK1135971,fundamentals,
1136174,CIK1136174,fundamentals,
1136294,CIK1136294,fundamentals,
1136352,CIK1136352,fundamentals,
1136463,CIK1136463,fundamentals,
1136529,CIK1136529,fundamentals,
1136711,CIK1136711,fundamentals,
1136796,CIK1136796,fundamentals,
1136933,CIK1136933,fundamentals,
1137005,CIK1137005,fundamentals,
1137046,CIK1137046,fundamentals,
1137048,CIK1137048,fundamentals,
1137083,CIK1137083,fundamentals,
1137204,CIK1137204,fundamentals,
1137239,CIK1137239,fundamentals,
1137411,CIK1137411,fundamentals,
1137855,CIK1137855,fundamentals,
1137861,CIK1137861,fundamentals,
1138301,CIK1138301,fundamentals,
1138400,CIK1138400,fundamentals,
1138608,CIK1138608,fundamentals,
1138639,CIK1138639,fundamentals,
1138724,CIK1138724,fundamentals,
1138776,CIK1138776,fundamentals,
1138817,CIK1138817,fundamentals,
1138830,CIK1138830,fundamentals,
1138951,CIK1138951,fundamentals,
1138978,CIK1138978,fundamentals,
1139463,CIK1139463,fundamentals,
1139614,CIK1139614,fundamentals,
1139812,CIK1139812,fundamentals,
1139822,CIK1139822,fundamentals,
1140028,CIK1140028,fundamentals,
1140098,CIK1140098,fundamentals,
1140184,CIK1140184,fundamentals,
1140303,CIK1140303,fundamentals,
1140310,CIK1140310,fundamentals,
1140414,CIK1140414,fundamentals,
1140486,CIK1140486,fundamentals,
1140509,CIK1140509,fundamentals,
1140657,CIK1140657,fundamentals,
1141107,CIK1141107,fundamentals,
1141263,CIK1141263,fundamentals,
1141615,CIK1141615,fundamentals,
1141673,CIK1141673,fundamentals,
1141719,CIK1141719,fundamentals,
1141788,CIK1141788,fundamentals,
1141807,CIK1141807,fundamentals,
1141982,CIK1141982,fundamentals,
1142129,CIK1142129,fundamentals,
1142380,CIK1142380,fundamentals,
1142406,CIK1142406,fundamentals,
1142412,CIK1142412,fundamentals,
1142488,CIK1142488,fundamentals,
1142512,CIK1142512,fundamentals,
1142576,CIK1142576,fundamentals,
1142596,CIK1142596,fundamentals,
1142701,CIK1142701,fundamentals,
1142790,CIK1142790,fundamentals,
1142801,CIK1142801,fundamentals,
1143068,CIK1143068,fundamentals,
1143155,CIK1143155,fundamentals,
1143238,CIK1143238,fundamentals,
1143834,CIK1143834,fundamentals,
1143908,CIK1143908,fundamentals,
1143921,CIK1143921,fundamentals,
1144169,CIK1144169,fundamentals,
1144225,CIK1144225,fundamentals,
1144320,CIK1144320,fundamentals,
1144326,CIK1144326,fundamentals,
1144354,CIK1144354,fundamentals,
1144519,CIK1144519,fundamentals,
1144546,CIK1144546,fundamentals,
1144834,CIK1144834,fundamentals,
1144945,CIK1144945,fundamentals,
1145057,CIK1145057,fundamentals,
1145328,CIK1145328,fundamentals,
1145404,CIK1145404,fundamentals,
1145460,CIK1145460,fundamentals,
1145547,CIK1145547,fundamentals,
1145761,CIK1145761,fundamentals,
1145765,CIK1145765,fundamentals,
1156174,CIK1156174,fundamentals,
1156295,CIK1156295,fundamentals,
1156337,CIK1156337,fundamentals,
1156388,CIK1156388,fundamentals,
1156445,CIK1156445,fundamentals,
1156784,CIK1156784,fundamentals,
1156815,CIK1156815,fundamentals,
1156871,CIK1156871,fundamentals,
1156884,CIK1156884,fundamentals,
1157004,CIK1157004,fundamentals,
1157377,CIK1157377,fundamentals,
1157516,CIK1157516,fundamentals,
1157522,CIK1157522,fundamentals,
1157602,CIK1157602,fundamentals,
1157758,CIK1157758,fundamentals,
1157762,CIK1157762,fundamentals,
1157780,CIK1157780,fundamentals,
1157806,CIK1157806,fundamentals,
1157817,CIK1157817,fundamentals,
1158223,CIK1158223,fundamentals,
1158387,CIK1158387,fundamentals,
1158419,CIK1158419,fundamentals,
1158420,CIK1158420,fundamentals,
1158694,CIK1158694,fundamentals,
1158863,CIK1158863,fundamentals,
1159019,CIK1159019,fundamentals,
1159154,CIK1159154,fundamentals,
1159167,CIK1159167,fundamentals,
1159275,CIK1159275,fundamentals,
1159281,CIK1159281,fundamentals,
1159297,CIK1159297,fundamentals,
1159427,CIK1159427,fundamentals,
1159464,CIK1159464,fundamentals,
1160142,CIK1160142,fundamentals,
1160479,CIK1160479,fundamentals,
1160798,CIK1160798,fundamentals,
1160858,CIK1160858,fundamentals,
1160945,CIK1160945,fundamentals,
1160951,CIK1160951,fundamentals,
1160958,CIK1160958,fundamentals,
1161049,CIK1161049,fundamentals,
1161154,CIK1161154,fundamentals,
1161315,CIK1161315,fundamentals,
1161364,CIK1161364,fundamentals,
1161366,CIK1161366,fundamentals,
1161550,CIK1161550,fundamentals,
1161582,CIK1161582,fundamentals,
1161706,CIK1161706,fundamentals,
1161976,CIK1161976,fundamentals,
1162000,CIK1162000,fundamentals,
1162112,CIK1162112,fundamentals,
1162315,CIK1162315,fundamentals,
1162324,CIK1162324,fundamentals,
1162461,CIK1162461,fundamentals,
1162556,CIK1162556,fundamentals,
1162816,CIK1162816,fundamentals,
1163003,CIK1163003,fundamentals,
1163199,CIK1163199,fundamentals,
1163300,CIK1163300,fundamentals,
1163302,CIK1163302,fundamentals,
1163332,CIK1163332,fundamentals,
1163348,CIK1163348,fundamentals,
1163573,CIK1163573,fundamentals,
1163698,CIK1163698,fundamentals,
1163932,CIK1163932,fundamentals,
1163966,CIK1163966,fundamentals,
1164012,CIK1164012,fundamentals,
1164191,CIK1164191,fundamentals,
1164255,CIK1164255,fundamentals,
1164256,CIK1164256,fundamentals,
1164552,CIK1164552,fundamentals,
1164888,CIK1164888,fundamentals,
1164964,CIK1164964,fundamentals,
1165231,CIK1165231,fundamentals,
1165320,CIK1165320,fundamentals,
1165336,CIK1165336,fundamentals,
1165639,CIK1165639,fundamentals,
1165880,CIK1165880,fundamentals,
1166036,CIK1166036,fundamentals,
1166126,CIK1166126,fundamentals,
1166220,CIK1166220,fundamentals,
1166291,CIK1166291,fundamentals,
1166338,CIK1166338,fundamentals,
1166365,CIK1166365,fundamentals,
1166380,CIK1166380,fundamentals,
1166388,CIK1166388,fundamentals,
1166568,CIK1166568,fundamentals,
1166789,CIK1166789,fundamentals,
1166847,CIK1166847,fundamentals,
1167178,CIK1167178,fundamentals,
1167294,CIK1167294,fundamentals,
1167609,CIK1167609,fundamentals,
1167886,CIK1167886,fundamentals,
1167905,CIK1167905,fundamentals,
1168054,CIK1168054,fundamentals,
1168081,CIK1168081,fundamentals,
1168195,CIK1168195,fundamentals,
1168197,CIK1168197,fundamentals,
1168213,CIK1168213,fundamentals,
1168220,CIK1168220,fundamentals,
1168325,CIK1168325,fundamentals,
1168478,CIK1168478,fundamentals,
1168663,CIK1168663,fundamentals,
1168696,CIK1168696,fundamentals,
1168938,CIK1168938,fundamentals,
1168960,CIK1168960,fundamentals,
1168990,CIK1168990,fundamentals,
1169055,CIK1169055,fundamentals,
1169083,CIK1169083,fundamentals,
1169245,CIK1169245,fundamentals,
1169264,CIK1169264,fundamentals,
1169440,CIK1169440,fundamentals,
1169567,CIK1169567,fundamentals,
1169652,CIK1169652,fundamentals,
1169749,CIK1169749,fundamentals,
1169769,CIK1169769,fundamentals,
1169987,CIK1169987,fundamentals,
1169988,CIK1169988,fundamentals,
1170154,CIK1170154,fundamentals,
1170534,CIK1170534,fundamentals,
1170593,CIK1170593,fundamentals,
1170650,CIK1170650,fundamentals,
1170797,CIK1170797,fundamentals,
1170816,CIK1170816,fundamentals,
1170991,CIK1170991,fundamentals,
1171012,CIK1171012,fundamentals,
1171014,CIK1171014,fundamentals,
1171032,CIK1171032,fundamentals,
1171079,CIK1171079,fundamentals,
1171298,CIK1171298,fundamentals,
1171357,CIK1171357,fundamentals,
1171500,CIK1171500,fundamentals,
1171662,CIK1171662,fundamentals,
1171689,CIK1171689,fundamentals,
1171825,CIK1171825,fundamentals,
1172102,CIK1172102,fundamentals,
1172136,CIK1172136,fundamentals,
1172139,CIK1172139,fundamentals,
1172222,CIK1172222,fundamentals,
1172229,CIK1172229,fundamentals,
1172298,CIK1172298,fundamentals,
1172318,CIK1172318,fundamentals,
1172480,CIK1172480,fundamentals,
1172631,CIK1172631,fundamentals,
1172706,CIK1172706,fundamentals,
1173281,CIK1173281,fundamentals,
1173284,CIK1173284,fundamentals,
1173431,CIK1173431,fundamentals,
1173738,CIK1173738,fundamentals,
1173752,CIK1173752,fundamentals,
1173784,CIK1173784,fundamentals,
1173911,CIK1173911,fundamentals,
1174266,CIK1174266,fundamentals,
1174290,CIK1174290,fundamentals,
1174672,CIK1174672,fundamentals,
1174746,CIK1174746,fundamentals,
1174814,CIK1174814,fundamentals,
1174820,CIK1174820,fundamentals,
1174907,CIK1174907,fundamentals,
1175028,CIK1175028,fundamentals,
1175029,CIK1175029,fundamentals,
1175108,CIK1175108,fundamentals,
1175416,CIK1175416,fundamentals,
1175442,CIK1175442,fundamentals,
1175483,CIK1175483,fundamentals,
1175501,CIK1175501,fundamentals,
1175505,CIK1175505,fundamentals,
1175609,CIK1175609,fundamentals,
1175757,CIK1175757,fundamentals,
1176236,CIK1176236,fundamentals,
1176316,CIK1176316,fundamentals,
1176325,CIK1176325,fundamentals,
1176373,CIK1176373,fundamentals,
1177070,CIK1177070,fundamentals,
1177135,CIK1177135,fundamentals,
1177274,CIK1177274,fundamentals,
1177845,CIK1177845,fundamentals,
1178104,CIK1178104,fundamentals,
1178132,CIK1178132,fundamentals,
1178336,CIK1178336,fundamentals,
1178377,CIK1178377,fundamentals,
1178409,CIK1178409,fundamentals,
1178552,CIK1178552,fundamentals,
1178711,CIK1178711,fundamentals,
1178727,CIK1178727,fundamentals,
1178862,CIK1178862,fundamentals,
1178879,CIK1178879,fundamentals,
1179060,CIK1179060,fundamentals,
1179090,CIK1179090,fundamentals,
1179351,CIK1179351,fundamentals,
1179484,CIK1179484,fundamentals,
1179500,CIK1179500,fundamentals,
1179755,CIK1179755,fundamentals,
1180079,CIK1180079,fundamentals,
1180145,CIK1180145,fundamentals,
1180638,CIK1180638,fundamentals,
1181001,CIK1181001,fundamentals,
1181749,CIK1181749,fundamentals,
1182011,CIK1182011,fundamentals,
1182129,CIK1182129,fundamentals,
1182325,CIK1182325,fundamentals,
1182731,CIK1182731,fundamentals,
1182737,CIK1182737,fundamentals,
1183082,CIK1183082,fundamentals,
1183186,CIK1183186,fundamentals,
1183276,CIK1183276,fundamentals,
1183765,CIK1183765,fundamentals,
1185198,CIK1185198,fundamentals,
1186258,CIK1186258,fundamentals,
1186362,CIK1186362,fundamentals,
1186519,CIK1186519,fundamentals,
1187449,CIK1187449,fundamentals,
1188382,CIK1188382,fundamentals,
1189396,CIK1189396,fundamentals,
1191334,CIK1191334,fundamentals,
1191354,CIK1191354,fundamentals,
1191357,CIK1191357,fundamentals,
1191359,CIK1191359,fundamentals,
1191857,CIK1191857,fundamentals,
1193311,CIK1193311,fundamentals,
1195116,CIK1195116,fundamentals,
1195734,CIK1195734,fundamentals,
1195933,CIK1195933,fundamentals,
1196501,CIK1196501,fundamentals,
1198415,CIK1198415,fundamentals,
1200528,CIK1200528,fundamentals,
1201135,CIK1201135,fundamentals,
1201663,CIK1201663,fundamentals,
1202273,CIK1202273,fundamentals,
1203900,CIK1203900,fundamentals,
1203957,CIK1203957,fundamentals,
1204560,CIK1204560,fundamentals,
1205181,CIK1205181,fundamentals,
1205332,CIK1205332,fundamentals,
1205727,CIK1205727,fundamentals,
1206133,CIK1206133,fundamentals,
1206401,CIK1206401,fundamentals,
1206942,CIK1206942,fundamentals,
1207074,CIK1207074,fundamentals,
1208208,CIK1208208,fundamentals,
1208261,CIK1208261,fundamentals,
1208790,CIK1208790,fundamentals,
1209028,CIK1209028,fundamentals,
1209709,CIK1209709,fundamentals,
1209821,CIK1209821,fundamentals,
1210227,CIK1210227,fundamentals,
1210294,CIK1210294,fundamentals,
1210618,CIK1210618,fundamentals,
1211211,CIK1211211,fundamentals,
1211351,CIK1211351,fundamentals,
1211524,CIK1211524,fundamentals,
1211759,CIK1211759,fundamentals,
1212458,CIK1212458,fundamentals,
1212641,CIK1212641,fundamentals,
1213106,CIK1213106,fundamentals,
1213336,CIK1213336,fundamentals,
1213660,CIK1213660,fundamentals,
1216596,CIK1216596,fundamentals,
1216752,CIK1216752,fundamentals,
1219210,CIK1219210,fundamentals,
1220606,CIK1220606,fundamentals,
1220754,CIK1220754,fundamentals,
1221548,CIK1221548,fundamentals,
1221554,CIK1221554,fundamentals,
1221749,CIK1221749,fundamentals,
1222218,CIK1222218,fundamentals,
1222244,CIK1222244,fundamentals,
1222840,CIK1222840,fundamentals,
1222915,CIK1222915,fundamentals,
1223112,CIK1223112,fundamentals,
1223389,CIK1223389,fundamentals,
1223533,CIK1223533,fundamentals,
1223786,CIK1223786,fundamentals,
1223862,CIK1223862,fundamentals,
1224006,CIK1224006,fundamentals,
1224370,CIK1224370,fundamentals,
1224950,CIK1224950,fundamentals,
1224951,CIK1224951,fundamentals,
1224952,CIK1224952,fundamentals,
1225307,CIK1225307,fundamentals,
1225874,CIK1225874,fundamentals,
1226308,CIK1226308,fundamentals,
1227025,CIK1227025,fundamentals,
1227265,CIK1227265,fundamentals,
1227268,CIK1227268,fundamentals,
1227930,CIK1227930,fundamentals,
1228068,CIK1228068,fundamentals,
1228386,CIK1228386,fundamentals,
1229089,CIK1229089,fundamentals,
1229146,CIK1229146,fundamentals,
1229195,CIK1229195,fundamentals,
1230276,CIK1230276,fundamentals,
1230355,CIK1230355,fundamentals,
1230634,CIK1230634,fundamentals,
1232241,CIK1232241,fundamentals,
1233275,CIK1233275,fundamentals,
1234308,CIK1234308,fundamentals,
1235007,CIK1235007,fundamentals,
1235010,CIK1235010,fundamentals,
1236997,CIK1236997,fundamentals,
1237746,CIK1237746,fundamentals,
1238289,CIK1238289,fundamentals,
1239188,CIK1239188,fundamentals,
1239819,CIK1239819,fundamentals,
12400,CIK12400,fundamentals,
1240581,CIK1240581,fundamentals,
1241199,CIK1241199,fundamentals,
1242513,CIK1242513,fundamentals,
1243496,CIK1243496,fundamentals,
1244937,CIK1244937,fundamentals,
1245104,CIK1245104,fundamentals,
1245791,CIK1245791,fundamentals,
1245841,CIK1245841,fundamentals,
1248124,CIK1248124,fundamentals,
1250873,CIK1250873,fundamentals,
1250897,CIK1250897,fundamentals,
1251769,CIK1251769,fundamentals,
1252849,CIK1252849,fundamentals,
1253176,CIK1253176,fundamentals,
1253317,CIK1253317,fundamentals,
1253328,CIK1253328,fundamentals,
1253329,CIK1253329,fundamentals,
1253347,CIK1253347,fundamentals,
1253557,CIK1253557,fundamentals,
1254371,CIK1254371,fundamentals,
1254419,CIK1254419,fundamentals,
1254595,CIK1254595,fundamentals,
1255474,CIK1255474,fundamentals,
1255895,CIK1255895,fundamentals,
1256069,CIK1256069,fundamentals,
1256540,CIK1256540,fundamentals,
1258831,CIK1258831,fundamentals,
1259045,CIK1259045,fundamentals,
1259515,CIK1259515,fundamentals,
1259550,CIK1259550,fundamentals,
1260349,CIK1260349,fundamentals,
1260429,CIK1260429,fundamentals,
1260625,CIK1260625,fundamentals,
1260828,CIK1260828,fundamentals,
1260968,CIK1260968,fundamentals,
1260990,CIK1260990,fundamentals,
1260996,CIK1260996,fundamentals,
1261159,CIK1261159,fundamentals,
1261249,CIK1261249,fundamentals,
1261302,CIK1261302,fundamentals,
1261379,CIK1261379,fundamentals,
1261436,CIK1261436,fundamentals,
1261487,CIK1261487,fundamentals,
1261694,CIK1261694,fundamentals,
1261734,CIK1261734,fundamentals,
1261888,CIK1261888,fundamentals,
1262200,CIK1262200,fundamentals,
1262279,CIK1262279,fundamentals,
1262450,CIK1262450,fundamentals,
1262751,CIK1262751,fundamentals,
1262768,CIK1262768,fundamentals,
1262959,CIK1262959,fundamentals,
1263762,CIK1263762,fundamentals,
1263872,CIK1263872,fundamentals,
1264587,CIK1264587,fundamentals,
1264707,CIK1264707,fundamentals,
1264755,CIK1264755,fundamentals,
1265107,CIK1265107,fundamentals,
1265572,CIK1265572,fundamentals,
1265840,CIK1265840,fundamentals,
1265848,CIK1265848,fundamentals,
1265888,CIK1265888,fundamentals,
1266719,CIK1266719,fundamentals,
1267023,CIK1267023,fundamentals,
1267097,CIK1267097,fundamentals,
1267130,CIK1267130,fundamentals,
1267201,CIK1267201,fundamentals,
1267391,CIK1267391,fundamentals,
1267425,CIK1267425,fundamentals,
1267602,CIK1267602,fundamentals,
1267612,CIK1267612,fundamentals,
1267813,CIK1267813,fundamentals,
1267919,CIK1267919,fundamentals,
1268236,CIK1268236,fundamentals,
1268238,CIK1268238,fundamentals,
1268659,CIK1268659,fundamentals,
1268671,CIK1268671,fundamentals,
1268984,CIK1268984,fundamentals,
1269021,CIK1269021,fundamentals,
1269022,CIK1269022,fundamentals,
1269127,CIK1269127,fundamentals,
1269190,CIK1269190,fundamentals,
1269871,CIK1269871,fundamentals,
1269879,CIK1269879,fundamentals,
1270073,CIK1270073,fundamentals,
1270200,CIK1270200,fundamentals,
1270400,CIK1270400,fundamentals,
1270426,CIK1270426,fundamentals,
1270427,CIK1270427,fundamentals,
1270428,CIK1270428,fundamentals,
1270430,CIK1270430,fundamentals,
1271024,CIK1271024,fundamentals,
1271046,CIK1271046,fundamentals,
1271057,CIK1271057,fundamentals,
1271073,CIK1271073,fundamentals,
1271075,CIK1271075,fundamentals,
1271214,CIK1271214,fundamentals,
1271551,CIK1271551,fundamentals,
1271625,CIK1271625,fundamentals,
1271833,CIK1271833,fundamentals,
1271940,CIK1271940,fundamentals,
1272430,CIK1272430,fundamentals,
1272550,CIK1272550,fundamentals,
1272597,CIK1272597,fundamentals,
1272754,CIK1272754,fundamentals,
1272830,CIK1272830,fundamentals,
1272906,CIK1272906,fundamentals,
1273385,CIK1273385,fundamentals,
1273507,CIK1273507,fundamentals,
1273636,CIK1273636,fundamentals,
1273801,CIK1273801,fundamentals,
1273931,CIK1273931,fundamentals,
1273988,CIK1273988,fundamentals,
1274032,CIK1274032,fundamentals,
1274057,CIK1274057,fundamentals,
1274211,CIK1274211,fundamentals,
1274563,CIK1274563,fundamentals,
1274644,CIK1274644,fundamentals,
1274792,CIK1274792,fundamentals,
1274913,CIK1274913,fundamentals,
1275229,CIK1275229,fundamentals,
1275283,CIK1275283,fundamentals,
1275712,CIK1275712,fundamentals,
1276262,CIK1276262,fundamentals,
1276477,CIK1276477,fundamentals,
1276591,CIK1276591,fundamentals,
1277092,CIK1277092,fundamentals,
1277141,CIK1277141,fundamentals,
1277151,CIK1277151,fundamentals,
1277250,CIK1277250,fundamentals,
1277254,CIK1277254,fundamentals,
1277270,CIK1277270,fundamentals,
1277406,CIK1277406,fundamentals,
1277856,CIK1277856,fundamentals,
12779,CIK12779,fundamentals,
1277998,CIK1277998,fundamentals,
1278140,CIK1278140,fundamentals,
1278363,CIK1278363,fundamentals,
1278384,CIK1278384,fundamentals,
1279228,CIK1279228,fundamentals,
1279363,CIK1279363,fundamentals,
1279695,CIK1279695,fundamentals,
1280396,CIK1280396,fundamentals,
1280600,CIK1280600,fundamentals,
1280821,CIK1280821,fundamentals,
1281198,CIK1281198,fundamentals,
1281774,CIK1281774,fundamentals,
1281845,CIK1281845,fundamentals,
1281922,CIK1281922,fundamentals,
1282266,CIK1282266,fundamentals,
1282398,CIK1282398,fundamentals,
1282400,CIK1282400,fundamentals,
1282543,CIK1282543,fundamentals,
1282607,CIK1282607,fundamentals,
1282613,CIK1282613,fundamentals,
1282723,CIK1282723,fundamentals,
1282977,CIK1282977,fundamentals,
1283140,CIK1283140,fundamentals,
1283582,CIK1283582,fundamentals,
1283630,CIK1283630,fundamentals,
1283709,CIK1283709,fundamentals,
1283789,CIK1283789,fundamentals,
1283810,CIK1283810,fundamentals,
1283843,CIK1283843,fundamentals,
1284196,CIK1284196,fundamentals,
1284450,CIK1284450,fundamentals,
1284452,CIK1284452,fundamentals,
1284506,CIK1284506,fundamentals,
1284766,CIK1284766,fundamentals,
1284807,CIK1284807,fundamentals,
1285043,CIK1285043,fundamentals,
1285224,CIK1285224,fundamentals,
1285236,CIK1285236,fundamentals,
1285480,CIK1285480,fundamentals,
1285543,CIK1285543,fundamentals,
1285701,CIK1285701,fundamentals,
1286131,CIK1286131,fundamentals,
1286181,CIK1286181,fundamentals,
1286225,CIK1286225,fundamentals,
1286345,CIK1286345,fundamentals,
1286459,CIK1286459,fundamentals,
1286964,CIK1286964,fundamentals,
1287151,CIK1287151,fundamentals,
1287668,CIK1287668,fundamentals,
1287701,CIK1287701,fundamentals,
1287808,CIK1287808,fundamentals,
1287900,CIK1287900,fundamentals,
1288195,CIK1288195,fundamentals,
1288248,CIK1288248,fundamentals,
1288359,CIK1288359,fundamentals,
1288496,CIK1288496,fundamentals,
1288741,CIK1288741,fundamentals,
1288750,CIK1288750,fundamentals,
1288776,CIK1288776,fundamentals,
1288924,CIK1288924,fundamentals,
1289046,CIK1289046,fundamentals,
1289047,CIK1289047,fundamentals,
1289236,CIK1289236,fundamentals,
1289237,CIK1289237,fundamentals,
1289244,CIK1289244,fundamentals,
1289272,CIK1289272,fundamentals,
1289441,CIK1289441,fundamentals,
1289496,CIK1289496,fundamentals,
1289505,CIK1289505,fundamentals,
1289550,CIK1289550,fundamentals,
1289592,CIK1289592,fundamentals,
1289636,CIK1289636,fundamentals,
1289701,CIK1289701,fundamentals,
1289785,CIK1289785,fundamentals,
1289790,CIK1289790,fundamentals,
1289850,CIK1289850,fundamentals,
1289863,CIK1289863,fundamentals,
1290149,CIK1290149,fundamentals,
1290476,CIK1290476,fundamentals,
1290504,CIK1290504,fundamentals,
1290505,CIK1290505,fundamentals,
1290506,CIK1290506,fundamentals,
1292026,CIK1292026,fundamentals,
1292055,CIK1292055,fundamentals,
1292087,CIK1292087,fundamentals,
1292426,CIK1292426,fundamentals,
1292518,CIK1292518,fundamentals,
1292519,CIK1292519,fundamentals,
1292556,CIK1292556,fundamentals,
1292653,CIK1292653,fundamentals,
1292900,CIK1292900,fundamentals,
1293211,CIK1293211,fundamentals,
1293282,CIK1293282,fundamentals,
1293283,CIK1293283,fundamentals,
1293310,CIK1293310,fundamentals,
1293330,CIK1293330,fundamentals,
1293593,CIK1293593,fundamentals,
1293971,CIK1293971,fundamentals,
1294016,CIK1294016,fundamentals,
1294154,CIK1294154,fundamentals,
1294157,CIK1294157,fundamentals,
1294208,CIK1294208,fundamentals,
1294250,CIK1294250,fundamentals,
1294476,CIK1294476,fundamentals,
1294538,CIK1294538,fundamentals,
1294608,CIK1294608,fundamentals,
1294632,CIK1294632,fundamentals,
1294649,CIK1294649,fundamentals,
1294924,CIK1294924,fundamentals,
1295079,CIK1295079,fundamentals,
1295503,CIK1295503,fundamentals,
1295560,CIK1295560,fundamentals,
1295664,CIK1295664,fundamentals,
1295714,CIK1295714,fundamentals,
1295961,CIK1295961,fundamentals,
1296205,CIK1296205,fundamentals,
1296286,CIK1296286,fundamentals,
1296391,CIK1296391,fundamentals,
1296435,CIK1296435,fundamentals,
1296884,CIK1296884,fundamentals,
1297067,CIK1297067,fundamentals,
1297203,CIK1297203,fundamentals,
1297223,CIK1297223,fundamentals,
1297336,CIK1297336,fundamentals,
1297401,CIK1297401,fundamentals,
1297587,CIK1297587,fundamentals,
1297667,CIK1297667,fundamentals,
1297720,CIK1297720,fundamentals,
1297735,CIK1297735,fundamentals,
12978,CIK12978,fundamentals,
1297965,CIK1297965,fundamentals,
1298095,CIK1298095,fundamentals,
1298195,CIK1298195,fundamentals,
1298341,CIK1298341,fundamentals,
1298824,CIK1298824,fundamentals,
1298978,CIK1298978,fundamentals,
1299033,CIK1299033,fundamentals,
1299109,CIK1299109,fundamentals,
1299139,CIK1299139,fundamentals,
1299688,CIK1299688,fundamentals,
1299704,CIK1299704,fundamentals,
1299864,CIK1299864,fundamentals,
1299901,CIK1299901,fundamentals,
1299966,CIK1299966,fundamentals,
1299967,CIK1299967,fundamentals,
1300524,CIK1300524,fundamentals,
1300662,CIK1300662,fundamentals,
1300699,CIK1300699,fundamentals,
1300734,CIK1300734,fundamentals,
1300781,CIK1300781,fundamentals,
1300867,CIK1300867,fundamentals,
1300938,CIK1300938,fundamentals,
1301031,CIK1301031,fundamentals,
1301063,CIK1301063,fundamentals,
1301075,CIK1301075,fundamentals,
1301081,CIK1301081,fundamentals,
1301106,CIK1301106,fundamentals,
1301206,CIK1301206,fundamentals,
1301299,CIK1301299,fundamentals,
1301367,CIK1301367,fundamentals,
1301501,CIK1301501,fundamentals,
1301611,CIK1301611,fundamentals,
1301704,CIK1301704,fundamentals,
1301712,CIK1301712,fundamentals,
1301838,CIK1301838,fundamentals,
1301839,CIK1301839,fundamentals,
1301843,CIK1301843,fundamentals,
1301874,CIK1301874,fundamentals,
1301991,CIK1301991,fundamentals,
1302028,CIK1302028,fundamentals,
1302177,CIK1302177,fundamentals,
1302244,CIK1302244,fundamentals,
1302324,CIK1302324,fundamentals,
1302343,CIK1302343,fundamentals,
1302350,CIK1302350,fundamentals,
1302365,CIK1302365,fundamentals,
1302573,CIK1302573,fundamentals,
1302707,CIK1302707,fundamentals,
1302709,CIK1302709,fundamentals,
1302834,CIK1302834,fundamentals,
1302849,CIK1302849,fundamentals,
1302913,CIK1302913,fundamentals,
1302946,CIK1302946,fundamentals,
13033,CIK13033,fundamentals,
1303313,CIK1303313,fundamentals,
1303330,CIK1303330,fundamentals,
1303433,CIK1303433,fundamentals,
1303652,CIK1303652,fundamentals,
1303849,CIK1303849,fundamentals,
1303942,CIK1303942,fundamentals,
1304280,CIK1304280,fundamentals,
1304421,CIK1304421,fundamentals,
1304464,CIK1304464,fundamentals,
1304730,CIK1304730,fundamentals,
1304740,CIK1304740,fundamentals,
1304741,CIK1304741,fundamentals,
1304898,CIK1304898,fundamentals,
1305014,CIK1305014,fundamentals,
1305168,CIK1305168,fundamentals,
1305253,CIK1305253,fundamentals,
1305294,CIK1305294,fundamentals,
1305323,CIK1305323,fundamentals,
13055,CIK13055,fundamentals,
1305631,CIK1305631,fundamentals,
1305773,CIK1305773,fundamentals,
1306035,CIK1306035,fundamentals,
1306109,CIK1306109,fundamentals,
1307140,CIK1307140,fundamentals,
1307345,CIK1307345,fundamentals,
1307624,CIK1307624,fundamentals,
1307701,CIK1307701,fundamentals,
1307752,CIK1307752,fundamentals,
1307873,CIK1307873,fundamentals,
1307969,CIK1307969,fundamentals,
1307989,CIK1307989,fundamentals,
1308085,CIK1308085,fundamentals,
1308137,CIK1308137,fundamentals,
1308161,CIK1308161,fundamentals,
